date,date_epoch,maxtemp_c,maxtemp_f,mintemp_c,mintemp_f,avgtemp_c,avgtemp_f,maxwind_mph,maxwind_kph,totalprecip_mm,totalprecip_in,totalsnow_cm,avgvis_km,avgvis_miles,avghumidity,daily_will_it_rain,daily_chance_of_rain,daily_will_it_snow,daily_chance_of_snow,condition,uv,sunrise,sunset,moonrise,moonset,moon_phase,moon_illumination,is_moon_up,is_sun_up
2025-02-14,1739491200,12.8,55.0,9.2,48.6,11.1,52.0,9.4,15.1,1.17,0.05,0.0,9.3,5.0,89,0,68,0,0,"{'text': 'Patchy rain nearby', 'icon': '//cdn.weatherapi.com/weather/64x64/day/176.png', 'code': 1063}",0.6,06:35 AM,05:33 PM,07:50 PM,07:46 AM,Waning Gibbous,98,1,0
