name,region,country,lat,lon,tz_id,localtime_epoch,localtime,last_updated_epoch,last_updated,temp_c,temp_f,is_day,condition,wind_mph,wind_kph,wind_degree,wind_dir,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feelslike_c,feelslike_f,windchill_c,windchill_f,heatindex_c,heatindex_f,dewpoint_c,dewpoint_f,vis_km,vis_miles,uv,gust_mph,gust_kph,air_quality,condition_text,condition_icon,condition_code,air_quality_co,air_quality_no2,air_quality_o3,air_quality_so2,air_quality_pm2_5,air_quality_pm10,air_quality_us-epa-index,air_quality_gb-defra-index
Riverside,California,United States of America,33.9533,-117.3953,America/Los_Angeles,1739548198,2025-02-14 07:49,1739547900,2025-02-14 07:45,11.7,53.1,1,"{'text': 'Mist', 'icon': '//cdn.weatherapi.com/weather/64x64/day/143.png', 'code': 1030}",2.7,4.3,182,S,1018.0,30.07,0.0,0.0,89,100,11.9,53.4,9.2,48.6,10.6,51.0,10.0,50.1,6.4,3.0,0.1,4.2,6.7,"{'co': 299.7, 'no2': 13.875, 'o3': 99.0, 'so2': 7.77, 'pm2_5': 13.505, 'pm10': 17.575, 'us-epa-index': 1, 'gb-defra-index': 2}",Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,299.7,13.875,99.0,7.77,13.505,17.575,1,2
