date,date_epoch,maxtemp_c,maxtemp_f,mintemp_c,mintemp_f,avgtemp_c,avgtemp_f,maxwind_mph,maxwind_kph,totalprecip_mm,totalprecip_in,totalsnow_cm,avgvis_km,avgvis_miles,avghumidity,daily_will_it_rain,daily_chance_of_rain,daily_will_it_snow,daily_chance_of_snow,condition,uv,sunrise,sunset,moonrise,moonset,moon_phase,moon_illumination,is_moon_up,is_sun_up
2025-02-14,1739491200,13.0,55.4,7.8,46.0,10.1,50.2,19.2,31.0,6.49,0.26,0.0,9.7,6.0,85,1,88,0,0,"{'text': 'Moderate rain', 'icon': '//cdn.weatherapi.com/weather/64x64/day/302.png', 'code': 1189}",0.6,06:59 AM,05:48 PM,08:09 PM,08:07 AM,Waning Gibbous,98,1,0
