name,region,country,lat,lon,tz_id,localtime_epoch,localtime,last_updated_epoch,last_updated,temp_c,temp_f,is_day,condition,wind_mph,wind_kph,wind_degree,wind_dir,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feelslike_c,feelslike_f,windchill_c,windchill_f,heatindex_c,heatindex_f,dewpoint_c,dewpoint_f,vis_km,vis_miles,uv,gust_mph,gust_kph,air_quality,condition_text,condition_icon,condition_code,air_quality_co,air_quality_no2,air_quality_o3,air_quality_so2,air_quality_pm2_5,air_quality_pm10,air_quality_us-epa-index,air_quality_gb-defra-index
Oakland,California,United States of America,37.8044,-122.2697,America/Los_Angeles,1739548650,2025-02-14 07:57,1739547900,2025-02-14 07:45,10.6,51.1,1,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/116.png', 'code': 1003}",12.8,20.5,283,WNW,1017.0,30.04,0.0,0.0,79,75,8.1,46.6,7.2,45.0,10.0,50.0,6.9,44.4,16.0,9.0,0.0,20.0,32.3,"{'co': 310.8, 'no2': 3.145, 'o3': 96.0, 'so2': 1.48, 'pm2_5': 8.695, 'pm10': 11.84, 'us-epa-index': 1, 'gb-defra-index': 1}",Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,1003,310.8,3.145,96.0,1.48,8.695,11.84,1,1
